#Org,Prog,Econ,CÓDIGO PARTIDA,Denominación ,Vinc.Org.,Vinc.Func,Vinc.Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
1.0,153,22101,1532/22101,Suministro agua Vias Publicas,153,22101,1,500.0,0.0,500.0,534.83
1.0,334,22101,334/22101,Suministro de  Agua,334,22101,3,2000.0,0.0,2000.0,2173.84
1.0,337,22101,337/22101,Suministro de  Agua Plaza de Toros,337,22101,3,3000.0,0.0,3000.0,2847.41
1.0,340,22101,340/22101,Sumnistro agua,340,22101,3,2000.0,0.0,2000.0,2275.49
1.0,332,22101,3321/22101,Suministro de  Agua,332,22101,3,400.0,0.0,400.0,381.27
1.0,234,22103,234/22103,Combustible y Carburante Hogar de Tercera Edad,234,22103,2,1000.0,0.0,1000.0,41.24
1.0,320,22103,320/22103,Combustibles y Carburantes,320,22103,3,60000.0,0.0,60000.0,36391.04
1.0,334,22103,334/22103,Suministro combustibles Cultura,334,22103,3,25000.0,0.0,25000.0,15201.62
1.0,337,22103,337/22103,Suministro combustibles Plaza de Toros,337,22103,3,1500.0,0.0,1500.0,349.7
1.0,340,22103,340/22103,Combustible instalaciones deportivas,340,22103,3,24000.0,0.0,24000.0,13828.6
1.0,343,22103,343/22103,Combustible instalaciones pisicna,343,22103,3,100000.0,-23493.1,76506.9,65550.02
1.0,920,22103,920/22103,Suministros Combustibles y Carburantes Admon,920,22103,9,1000.0,0.0,1000.0,37.6
1.0,130,22103,130/22103,Combustibles y Carburantes,130,22103,1,7500.0,0.0,7500.0,3612.93
1.0,135,22103,135/22103,Combustibles y Carburantes,135,22103,1,2000.0,1700.0,3700.0,2492.96
1.0,153,22103,1532/22103,Suministro Combustibles y Carburantes Vias Publica,153,22103,1,7000.0,0.0,7000.0,4809.4
1.0,320,22104,320/22104,Vestuario Personal Educación,320,22104,3,1000.0,0.0,1000.0,881.03
1.0,334,22104,334/22104,Vesturario personal cultura,334,22104,3,500.0,0.0,500.0,370.0
1.0,340,22104,340/22104,Vestuario Deportes,340,22104,3,1500.0,0.0,1500.0,3778.48
1.0,920,22104,920/22104,Vestuario de Administracion,920,22104,9,0.0,0.0,0.0,257.32
1.0,153,22104,1532/22104,Vestuario Brigadas Vias Publicas,153,22104,1,750.0,0.0,750.0,5103.15
1.0,130,22104,130/22104,Vestuario de Policia Municipal,130,22104,1,3000.0,0.0,3000.0,3084.95
1.0,132,22104,132/22104,Vestuario de Policia Municipal  Bescam Dotaciones,132,22104,1,13400.0,0.0,13400.0,8322.61
1.0,135,22104,135/22104,Suministro de Vestuario Proteción Civil,135,22104,1,7000.0,0.0,7000.0,6587.99
1.0,171,22106,171/22106,Suministros Sanitarios de Control de Plagas,171,22106,1,0.0,0.0,0.0,0.0
1.0,920,22110,920/22110,Productos de Limpieza y Aseo,920,22110,9,1500.0,0.0,1500.0,1614.69
1.0,171,22110,171/22110,Suministro de productos de Limpieza,171,22110,1,0.0,0.0,0.0,483.32
1.0,230,22110,230/22110,Productos Limpieza Hogar de Tercera Edad,230,22110,2,1000.0,0.0,1000.0,270.93
1.0,320,22110,320/22110,Productos limpieza y aseo,320,22110,3,5000.0,0.0,5000.0,3705.59
1.0,334,22110,334/22110,Suministros de Productos de Limpieza y Aseo,334,22110,3,2500.0,0.0,2500.0,1301.04
1.0,337,22110,337/22110,Suministros de Productos de Limpieza y Aseo,337,22110,3,500.0,0.0,500.0,0.0
1.0,340,22110,340/22110,Productos de limpieza y aseo,340,22110,3,1500.0,0.0,1500.0,1143.39
1.0,332,22110,3321/22110,Suministros de Productos de Limpieza y Aseo,332,22110,3,0.0,0.0,0.0,18.2
1.0,340,22113,340/22113,Suministro material deportivo,340,22113,3,17500.0,6000.0,23500.0,17890.67
1.0,320,22199,320/22199,Suministros Varios Educacion,320,22199,3,1000.0,0.0,1000.0,1645.09
1.0,130,22199,130/22199,Suministros Varios Policia Local,130,22199,1,2400.0,0.0,2400.0,2363.01
1.0,334,22199,334/22199,Suministros  Varios,334,22199,3,1500.0,0.0,1500.0,2209.75
1.0,340,22199,340/22199,Otros suministros,340,22199,3,500.0,1400.0,1900.0,1951.54
1.0,912,22199,912/22199,Suministros varios Equipo Gobierno y Gabinete Pren,912,22199,9,1000.0,0.0,1000.0,1215.11
1.0,332,22199,3321/22199,Suministros  Varios,332,22199,3,500.0,0.0,500.0,359.86
1.0,241,22199,241/22199,Suministros Varios,241,22199,2,0.0,0.0,0.0,302.5
1.0,151,22199,151/22199,Otros suministros,151,22199,1,0.0,0.0,0.0,579.0
1.0,430,22199,430/22199,Suministros Varios,430,22199,4,2000.0,0.0,2000.0,2167.69
1.0,920,22199,920/22199,Suministros Varios Admon.,920,22199,9,1000.0,0.0,1000.0,720.26
1.0,230,22199,230/22199,Suministros varios Hogar de Tercera Edad,230,22199,2,500.0,0.0,500.0,84.7
1.0,343,22199,343/22199,Otros suministros,343,22199,3,1000.0,0.0,1000.0,121.85
1.0,135,22199,135/22199,Suministros Varios,135,22199,1,1000.0,912.98,1912.98,896.18
1.0,234,22199,234/22199,Suministros varios Hogar Tercera Edad,234,22199,2,500.0,0.0,500.0,366.25
1.0,153,22199,1532/22199,Suministros Varios Vias Publicas,153,22199,1,1000.0,0.0,1000.0,6933.11
1.0,924,22199,924/22199,Suministros Varios Participacion Ciudadana,924,22199,9,50000.0,-14000.0,36000.0,1788.21
1.0,337,22199,337/22199,Suministros  Varios Plaza de Toros,337,22199,3,3000.0,0.0,3000.0,390.6
1.0,153,22200,1532/22200,Comunicaciones Telefónicas Vias Publicas,153,22200,1,1400.0,0.0,1400.0,662.37
1.0,334,22200,334/22200,Comunicaciones telefónicas Cultura,334,22200,3,4000.0,0.0,4000.0,3499.88
1.0,332,22200,3321/22200,Comunicaciones telefónicas Biblioteca,332,22200,3,2300.0,0.0,2300.0,2291.53
1.0,320,22200,320/22200,Comunicaciones Telefónicas Educación,320,22200,3,2000.0,0.0,2000.0,1294.88
1.0,234,22200,234/22200,Teléfono Hogar 3ª Edad,234,22200,2,2000.0,0.0,2000.0,1571.44
1.0,171,22200,171/22200,Comunicaciones telefónicas,171,22200,1,0.0,0.0,0.0,193.5
1.0,230,22200,230/22200,Teléfono Servicios Sociales,230,22200,2,4500.0,0.0,4500.0,3339.39
1.0,320,22200,320/22200,REM-Comunicaciones Telefónicas Educación,320,22200,3,0.0,0.0,0.0,0.0
1.0,230,22200,230/22200,REM-Teléfono Servicios Sociales,230,22200,2,0.0,0.0,0.0,0.0
1.0,165,22200,165/22200,Comunicaciones SMS m2m,165,22200,1,0.0,0.0,0.0,681.18
1.0,912,22200,912/22200,Gastos de telefonia,912,22200,9,3000.0,0.0,3000.0,3468.5
1.0,337,22200,337/22200,Comunicaciones telefónicas Cultura,337,22200,3,500.0,0.0,500.0,434.03
1.0,151,22200,151/22200,Comunicaciones Telefónicas Vias Publicas,151,22200,1,2000.0,0.0,2000.0,1196.35
1.0,135,22200,135/22200,Comunicaciones Telefonicas Proteción Civil,135,22200,1,1000.0,0.0,1000.0,939.02
1.0,130,22200,130/22200,Comunicaciones telefónicas Policia Local,130,22200,1,8500.0,0.0,8500.0,6228.44
1.0,920,22200,920/22200,Consumo Telefonico Admon,920,22200,9,24000.0,0.0,24000.0,16056.03
1.0,340,22200,340/22200,Comunicaciones Telefónicas,340,22200,3,2700.0,0.0,2700.0,1827.52
1.0,920,22201,920/22201,Comunicaciones Postales y Telegraficas,920,22201,9,35000.0,0.0,35000.0,39753.63
1.0,320,22300,320/22300,Alquiler Transportes Actividades Escolares,320,22300,3,2000.0,0.0,2000.0,0.0
1.0,340,22300,340/22300,Alquiler trasportes actividadaes,340,22300,3,25000.0,0.0,25000.0,29627.76
1.0,320,22400,320/22400,Seguros Educación,320,22400,3,200.0,0.0,200.0,7.27
1.0,334,22400,334/22400,Seguros Cultura,334,22400,3,600.0,0.0,600.0,0.0
1.0,337,22400,337/22400,Primas de Seguros Plaza de Toros,337,22400,3,2500.0,0.0,2500.0,0.0
1.0,332,22400,3321/22400,Seguros Biblioteca,332,22400,3,200.0,0.0,200.0,0.0
1.0,340,22400,340/22400,Seguros,340,22400,3,10000.0,0.0,10000.0,4035.52
1.0,343,22400,343/22400,Seguros,343,22400,3,1400.0,0.0,1400.0,0.0
1.0,912,22400,912/22400,Seguros,912,22400,9,100.0,0.0,100.0,446.0
1.0,130,22400,130/22400,Primas Seguros Policia,130,22400,1,1500.0,0.0,1500.0,0.0
1.0,153,22400,1532/22400,Seguros Urbanismo,153,22400,1,2500.0,0.0,2500.0,2122.43
1.0,920,22400,920/22400,Primas Seguros Responsab. Civil Admon,920,22400,9,13000.0,0.0,13000.0,11166.68
1.0,132,22401,132/22401,Primas de Seguros Vehículos Bescam,132,22401,1,7200.0,0.0,7200.0,5180.16
1.0,135,22401,135/22401,Primas de Seguros Vehículos Protección Civil,135,22401,1,4500.0,465.0,4965.0,6556.99
1.0,130,22401,130/22401,Seguro Vehículos Policía Local,130,22401,1,900.0,0.0,900.0,1499.41
1.0,920,22402,920/22402,Seguro vehiculos,920,22402,9,300.0,0.0,300.0,257.44
1.0,135,22402,135/22402,Seg Responsabilidad Civil Unidad Canina,135,22402,1,800.0,0.0,800.0,0.0
1.0,920,22403,920/22403,Seguro multiriesgo edificios,920,22403,9,13000.0,0.0,13000.0,12353.06
1.0,135,22404,135/22404,Primas de Seguros Accidentes Protección Civil,135,22404,1,2000.0,0.0,2000.0,1207.73
1.0,920,22501,920/22501,Tributos a la Administracion,920,22501,9,500.0,0.0,500.0,18.95
1.0,171,22501,171/22501,Tasas  y Otros Tributos,171,22501,1,900.0,0.0,900.0,0.0
1.0,162,22501,1621/22501,Tasa Autonomicas Eliminacion Residuos,162,22501,1,42000.0,-4500.0,37500.0,38642.98
1.0,912,22601,912/22601,Gastos de representacion Equipo de Gobierno,912,22601,9,12000.0,-3107.88,8892.12,7816.33
1.0,234,22601,234/22601,REM-Actividades Tercera Edad. Comida Tradicional  y ot,234,22601,2,0.0,1541.12,1541.12,304.62
1.0,234,22601,234/22601,Actividades Tercera Edad. Comida Tradicional  y ot,234,22601,2,36500.0,-112.81,36387.19,30128.72
1.0,334,22601,334/22601,Atenciones Protocolarias y Representativas,334,22601,3,1000.0,0.0,1000.0,0.0
1.0,230,22601,230/22601,Actividades Bienestar Social,230,22601,2,0.0,14000.0,14000.0,7272.74
1.0,920,22602,920/22602,Anuncios en Boletines y Prensa,920,22602,9,30000.0,0.0,30000.0,14147.28
1.0,912,22604,912/22604,Gastos Juridicos  Equipo de Gobierno,912,22604,9,1600.0,10000.0,11600.0,2226.0
1.0,151,22604,151/22604,Indemnizaciones Responsabilidad Patrimonial Viario,151,22604,1,10000.0,0.0,10000.0,3957.36
1.0,920,22605,920/22605,Canones Registro,920,22605,9,3000.0,0.0,3000.0,3120.48
1.0,912,22605,912/22605,Gastos  de  Comunicación,912,22605,9,50000.0,-6133.86,43866.14,40858.25
1.0,171,22605,171/22605,Gastos  de  Comunicación Medio Ambiente,171,22605,1,0.0,0.0,0.0,4057.0
1.0,432,22606,432/22606,Actividades de desarrollo Turistico,432,22606,4,45000.0,0.0,45000.0,35999.08
1.0,430,22606,430/22606,Feria de Comercio Local,430,22606,4,20000.0,0.0,20000.0,12005.9
1.0,338,22608,338/22608,REM-Festejos populares de Septiembre,338,22608,3,0.0,370.87,370.87,338.8
1.0,338,22608,338/22608,Festejos populares de Septiembre,338,22608,3,200000.0,52256.06,252256.06,259627.16
1.0,334,22609,334/22609,REM-Actividades Culturales y Recreativas,334,22609,3,0.0,2904.99,2904.99,1004.94
1.0,339,22609,339/22609,REM-Actividades Juveniles  y Recreativas,339,22609,3,0.0,4978.58,4978.58,4978.58
1.0,924,22609,924/22609,Actividades de Participacion Ciudadana,924,22609,9,0.0,0.0,0.0,17321.4
1.0,332,22609,3321/22609,Actividades Culturales y Recreativas,332,22609,3,21500.0,0.0,21500.0,17762.19
1.0,334,22609,334/22609,Actividades Culturales y Recreativas,334,22609,3,117000.0,-10000.0,107000.0,112478.35
1.0,339,22609,339/22609,Actividades Juveniles  y Recreativas,339,22609,3,67000.0,3500.0,70500.0,77084.96
1.0,340,22609,340/22609,Actividades y concentraciones deportivas,340,22609,3,23500.0,50904.98,74404.98,78393.92
1.0,320,22609,320/22609,Actividades  Educativas,320,22609,3,0.0,0.0,0.0,1425.08
1.0,430,22610,430/22610,Actividades Fomento de Comercio Local,430,22610,4,50000.0,0.0,50000.0,54290.73
1.0,338,22610,338/22610,Otros Festejos Populares,338,22610,3,30000.0,26600.0,56600.0,33409.49
1.0,430,22610,430/22610,REM-Actividades Fomento de Comercio Local,430,22610,4,0.0,10777.86,10777.86,10777.86
1.0,912,22699,912/22699,Cuotas Federacion de Municipios,912,22699,9,1600.0,0.0,1600.0,1920.37
1.0,171,22699,171/22699,Gastos Diversos Medio Ambiente,171,22699,1,0.0,0.0,0.0,414.88
1.0,337,22700,337/22700,Contrato de Servicio de Limpieza  Plaza de Toros,337,22700,3,6000.0,0.0,6000.0,5281.04
1.0,339,22700,339/22700,Contratos de servicios juveniles,339,22700,3,115500.0,0.0,115500.0,99802.32
1.0,334,22700,334/22700,Contrato de Servicio de Limpieza  Casa Cultura,334,22700,3,16000.0,0.0,16000.0,13962.0
1.0,320,22700,320/22700,Contrato de Servicio de Limpieza Educacion,320,22700,3,69000.0,0.0,69000.0,74757.4
1.0,234,22700,234/22700,Contrato Limpieza,234,22700,2,16000.0,0.0,16000.0,14481.72
1.0,161,22700,161/22700,Limpieza de Alcantarillado,161,22700,1,0.0,0.0,0.0,1016.4
1.0,163,22700,163/22700,Contrato Limpieza Viaria,163,22700,1,327000.0,-15000.0,312000.0,284921.0
1.0,162,22700,1621/22700,Contrato Recogida de basuras,162,22700,1,312000.0,0.0,312000.0,280794.41
1.0,339,22700,339/22700,REM-Contratos de servicios juveniles,339,22700,3,0.0,9072.24,9072.24,9072.24
1.0,334,22700,334/22700,REM-Contrato de Servicio de Limpieza  Casa Cultura,334,22700,3,0.0,1185.8,1185.8,1185.8
1.0,320,22700,320/22700,REM-Contrato de Servicio de Limpieza Educacion,320,22700,3,0.0,12040.66,12040.66,6268.9
1.0,234,22700,234/22700,REM-Contrato Limpieza,234,22700,2,0.0,1316.52,1316.52,1316.52
1.0,130,22700,130/22700,REM-Servicios limpieza  Policia,130,22700,1,0.0,360.0,360.0,0.0
1.0,343,22700,343/22700,Servicio de limpieza instalaciones piscina,343,22700,3,102000.0,0.0,102000.0,98315.33
1.0,130,22700,130/22700,Servicios limpieza  Policia,130,22700,1,0.0,0.0,0.0,3176.26
1.0,332,22700,3321/22700,Contratos de Limpieza de Biblioteca,332,22700,3,0.0,0.0,0.0,2841.68
1.0,340,22700,340/22700,Servicios limpieza  Deportes,340,22700,3,56000.0,0.0,56000.0,47324.69
1.0,920,22701,920/22701,Contrato Seguridad Casa Consistorial,920,22701,9,1500.0,0.0,1500.0,0.0
1.0,130,22701,130/22701,Contratos de Seguridada Policia Local,130,22701,1,0.0,15000.0,15000.0,16500.39
1.0,162,22702,1621/22702,Contrato  Explotacion Punto Limpio,162,22702,1,28000.0,0.0,28000.0,25329.81
1.0,320,22706,320/22706,REM-Contrato Prestación Servicios Casa de Niños,320,22706,3,0.0,10916.26,10916.26,10916.26
1.0,493,22706,493/22706,Contratos de servicios Convenio de Consumo,493,22706,4,5000.0,0.0,5000.0,0.0
1.0,343,22706,343/22706,Contrato monitores Piscina,343,22706,3,65000.0,0.0,65000.0,52291.22
1.0,320,22706,320/22706,Contrato Prestación Servicios Casa de Niños,320,22706,3,121000.0,0.0,121000.0,109162.6
1.0,151,22706,151/22706,Servicios Tecnicos Urbanisticos y topograficos,151,22706,1,68000.0,17341.4,85341.4,47047.05
1.0,920,22706,920/22706,Prevención de Riesgos Laborales,920,22706,9,30000.0,0.0,30000.0,17278.71
1.0,924,22706,924/22706,Contrato Prestación Servicios. Implementación Participación Ciudadana,924,22706,9,0.0,0.0,0.0,16004.99
1.0,337,22706,337/22706,REM-Contratos de Prestacion de Autoproteccion Plaza de Toros,337,22706,3,0.0,3025.0,3025.0,0.0
1.0,912,22706,912/22706,Contratos de Estudios y Trabajos Técnicos,912,22706,9,0.0,14000.0,14000.0,12644.5
1.0,334,22706,334/22706,REM-Contratos de Prestacion de Servicios Talleres,334,22706,3,0.0,2934.13,2934.13,1950.0
1.0,340,22706,340/22706,Contrato gestion serv. deportivos,340,22706,3,238000.0,16000.0,254000.0,259686.86
1.0,151,22706,151/22706,REM-Servicios Tecnicos Urbanisticos y topograficos,151,22706,1,0.0,5687.0,5687.0,3980.9
1.0,334,22706,334/22706,Contratos de Prestacion de Servicios Talleres,334,22706,3,200000.0,-8000.0,192000.0,148156.79
1.0,165,22706,165/22706,Servicios Tecnicos  Alumbrado Públic,165,22706,1,0.0,0.0,0.0,6515.64
1.0,241,22706,241/22706,Contratos de servicios de Formación,241,22706,2,45000.0,0.0,45000.0,30955.86
1.0,343,22708,343/22708,Contrato de mantenimiento piscina,343,22708,3,50000.0,0.0,50000.0,41719.23
1.0,343,22708,343/22708,REM-Contrato de mantenimiento piscina,343,22708,3,0.0,13134.32,13134.32,6843.67
1.0,161,22708,161/22708,Servicios Recaudacion Canal Isabel II,161,22708,1,23000.0,0.0,23000.0,20854.67
1.0,334,22708,334/22708,Contrato Servicios: Escuela de Música,334,22708,3,54600.0,0.0,54600.0,54000.0
1.0,920,22709,920/22709,Mantenimiento y Gestion Servicios financieros,920,22709,9,4000.0,0.0,4000.0,3373.52
1.0,920,22709,920/22709,REM-Mantenimiento y Gestion Servicios financieros,920,22709,9,0.0,129.86,129.86,129.86
1.0,920,22710,920/22710,Contrato de Asistencia Juridica y Letrada,920,22710,9,15000.0,0.0,15000.0,12573.0
1.0,920,22710,920/22710,REM-Contrato de Asistencia Juridica y Letrada,920,22710,9,0.0,998.25,998.25,998.25
1.0,920,22717,920/22717,Contrato de Servicios Informática,920,22717,9,126000.0,0.0,126000.0,117668.62
1.0,334,22718,334/22718,Contrato Servicios Técnicos Gestión de Plaza de Toros,334,22718,3,0.0,0.0,0.0,12481.15
1.0,320,22718,320/22718,Contratos Servicios de Apoyo  Prevenc  Infancia,320,22718,3,4000.0,0.0,4000.0,0.0
1.0,151,22718,151/22718,Servicios Tecnicos Catalogo arbolado natural y caminos,151,22718,1,20000.0,-18000.0,2000.0,0.0
1.0,171,22718,171/22718,Contrato  de Prestación Servicios Manten Jardines,171,22718,1,436000.0,0.0,436000.0,428152.11
1.0,234,22718,234/22718,Contrato de Servicios de Podólogo,234,22718,2,4000.0,0.0,4000.0,2449.2
1.0,241,22718,241/22718,Contratos de servicios de Formación,241,22718,2,0.0,101160.0,101160.0,60359.67
1.0,151,22718,151/22718,REM-Servicios Tecnicos Catalogo arbolado natural y caminos,151,22718,1,0.0,18994.58,18994.58,18994.57
1.0,163,22719,163/22719,Servicio de Limpieza y Desinfección Viaria Infraes,163,22719,1,7000.0,0.0,7000.0,8037.62
1.0,230,22719,230/22719,Otros Contratos Gestión Servicios,230,22719,2,0.0,0.0,0.0,800.0
1.0,334,22719,334/22719,Contrato de Servicios Sustitucion de Empleados,334,22719,3,0.0,0.0,0.0,2195.42
1.0,165,22719,165/22719,REM-Reparac.y Manten.Alumbrado Publico,165,22719,1,0.0,498.92,498.92,498.92
1.0,163,22719,163/22719,REM-Servicio de Limpieza y Desinfección Viaria Infraes,163,22719,1,0.0,547.71,547.71,547.71
1.0,171,22719,171/22719,Contrato Servicios   y Tratamien Anim Domésticos,171,22719,1,15000.0,0.0,15000.0,2907.45
1.0,130,22719,130/22719,Servicio retirada de vehiculos,130,22719,1,16800.0,0.0,16800.0,12160.5
1.0,165,22719,165/22719,Reparac.y Manten.Alumbrado Publico,165,22719,1,6000.0,0.0,6000.0,8004.47
1.0,234,22719,234/22719,Otros Contratos Gestión Servicios,234,22719,2,13000.0,3800.0,16800.0,14469.03
1.0,920,22720,920/22720,Servicio de Mensajería,920,22720,9,1000.0,0.0,1000.0,0.0
1.0,312,22720,312/22720,Contratos de Servicios de Educación en la Salud,312,22720,3,1000.0,-1000.0,0.0,0.0
1.0,234,22720,234/22720,Contrato Servicios Hogar Mayores: Manuntencion,234,22720,2,3000.0,0.0,3000.0,6283.0
1.0,171,22720,171/22720,Contrato Servicios  Huertos Urbanos,171,22720,1,55300.0,0.0,55300.0,0.0
1.0,920,22721,920/22721,Contrato de Prestacion de Servicios Técnicos,920,22721,9,0.0,0.0,0.0,6812.3
1.0,920,22721,920/22721,REM-Servicio de Auditoria de Gestión y Económica,920,22721,9,0.0,28979.5,28979.5,28979.5
1.0,171,22721,171/22721,Contrato Serv Reposición Arbolado Urbano,171,22721,1,0.0,19541.5,19541.5,19541.5
1.0,343,22799,343/22799,Contrato servicios socorristas,343,22799,3,65000.0,0.0,65000.0,66794.46
1.0,135,23020,135/23020,Gastos Manutencion Voluntariado,135,23020,1,2500.0,0.0,2500.0,2035.66
1.0,130,23020,130/23020,Dietas personal  Policia,130,23020,1,1500.0,0.0,1500.0,244.02
1.0,132,23020,132/23020,Dietas personal  Policia,132,23020,1,2000.0,0.0,2000.0,129.34
1.0,241,23020,241/23020,Dietas personal,241,23020,2,0.0,0.0,0.0,238.66
1.0,334,23020,334/23020,Dietas personal,334,23020,3,300.0,0.0,300.0,0.0
1.0,340,23020,340/23020,Dietas personal,340,23020,3,500.0,0.0,500.0,79.56
1.0,920,23020,920/23020,Dietas personal,920,23020,9,1500.0,0.0,1500.0,4743.28
1.0,912,23020,912/23020,Dietas personal,912,23020,9,0.0,0.0,0.0,30.95
1.0,912,23030,912/23030,Asignaciones Asistencias Organos de Gobierno,912,23030,9,13000.0,0.0,13000.0,7320.0
1.0,132,23120,132/23120,Gastos Locomocion Personal,132,23120,1,1000.0,0.0,1000.0,1213.17
1.0,130,23120,130/23120,Gastos Locomocion Personal,130,23120,1,1000.0,0.0,1000.0,593.84
1.0,920,23120,920/23120,Gastos Locomocion Personal,920,23120,9,1500.0,0.0,1500.0,336.3
1.0,135,23120,135/23120,Gastos Locomocion Personal,135,23120,1,0.0,0.0,0.0,34.77
1.0,241,23120,241/23120,Gastos Locomocion Personal,241,23120,2,0.0,0.0,0.0,155.31
1.0,340,23120,340/23120,Gastos Locomocion Personal,340,23120,3,0.0,0.0,0.0,1202.47
1.0,320,23120,320/23120,Gastos Locomocion Personal,320,23120,3,0.0,0.0,0.0,1.95
1.0,334,23120,334/23120,Gastos de Locomoción,334,23120,3,1100.0,0.0,1100.0,38.95
1.0,332,23120,3321/23120,Gastos de Locomoción,332,23120,3,500.0,0.0,500.0,77.79
1.0,151,23120,151/23120,Gastos Locomoción Urbanisticos,151,23120,1,500.0,0.0,500.0,11.55
1.0,912,23120,912/23120,Gastos Locomocion Equipo de Gobierno,912,23120,9,500.0,0.0,500.0,18.7
1.0,011,31000,011/31000,Intereses de Deuda Pública de Operaciones de Créd,011,31000,0,15000.0,0.0,15000.0,402.57
1.0,011,31001,011/31001,Intereses de Deuda a Corto Plazo,011,31001,0,20000.0,0.0,20000.0,607.68
1.0,011,31100,011/31100,Gastos de Apertura de Operaciones de Crédito,011,31100,0,4000.0,0.0,4000.0,948.55
1.0,011,35200,011/35200,Intereses de Demora Generales,011,35200,0,6000.0,0.0,6000.0,25.15
1.0,230,46300,230/46300,Transferencias Mancomunidad Servicios Sociales,230,46300,2,235000.0,0.0,235000.0,235593.22
1.0,340,46600,340/46600,Agrupacion Deportiva de la Sierra,340,46600,3,10000.0,0.0,10000.0,11417.0
1.0,432,46600,432/46600,Transferencia ADESGAM,432,46600,4,13000.0,0.0,13000.0,11127.36
1.0,241,48000,241/48000,REM Subvenciones sin animo lucro Empleo,241,48000,2,0.0,30000.0,30000.0,30000.0
1.0,320,48900,320/48900,Subvenciones Colegio Publico,320,48900,3,5000.0,300.0,5300.0,4900.0
1.0,241,48900,241/48900,Subvenciones sin animo lucro Empleo,241,48900,2,32000.0,-2000.0,30000.0,0.0
1.0,230,48900,230/48900,Subvenciones sin animo lucro Servicios sociales,230,48900,2,500.0,0.0,500.0,9.6
1.0,340,48900,340/48900,REM-Subvenciones,340,48900,3,0.0,8000.0,8000.0,6000.0
1.0,912,48900,912/48900,REM-Asignacion Grupos municipales,912,48900,9,0.0,3000.0,3000.0,3000.0
1.0,924,48900,924/48900,Subvenciones Asociaciones sin animo de lucro,924,48900,9,10000.0,0.0,10000.0,6108.17
1.0,912,48900,912/48900,Asignacion Grupos municipales,912,48900,9,10000.0,0.0,10000.0,8658.82
1.0,340,48900,340/48900,Subvenciones,340,48900,3,15000.0,0.0,15000.0,6000.0
1.0,230,48901,230/48901,Ayudas Becas de Comedor,230,48901,2,22500.0,0.0,22500.0,5850.96
1.0,320,48901,320/48901,Subvenciones Ampas Monitoras Infantiles,320,48901,3,15000.0,0.0,15000.0,13595.22
1.0,230,48902,230/48902,Ayudas  Acogida y Natalidad,230,48902,2,20000.0,-14000.0,6000.0,0.0
1.0,320,48902,320/48902,Subvenciones Ahorro energético,320,48902,3,5000.0,0.0,5000.0,6699.92
1.0,155,61000,155/61000,REM-IFS.- Infraestrucuras Pavimentacion Vias,155,61000,1,0.0,111222.15,111222.15,111222.15
1.0,153,61000,1532/61000,Infraestrucuras Generales,153,61000,1,50016.54,-7195.42,42821.12,6841.87
1.0,171,61000,171/61000,REM  IFS.Infraestrucuras Generales  en  Jardines,171,61000,1,0.0,76047.22,76047.22,76018.89
1.0,171,61000,171/61000,Infraestrucuras Generales  en  Jardines,171,61000,1,0.0,68970.0,68970.0,68970.0
1.0,161,61000,161/61000,REM-IFS-Inversiones Infraestructura Servicio Aguas y Alcan,161,61000,1,0.0,131644.25,131644.25,131644.25
1.0,155,61001,155/61001,REM-IFS.- Infraestructura en Avda de la Salud,155,61001,1,0.0,8058.6,8058.6,4924.7
1.0,153,61001,1532/61001,Inversion Infraestructuras Aceras,153,61001,1,0.0,783516.0,783516.0,0.0
1.0,171,61001,171/61001,REM.Infraestrucuras Generales  en  Jardines,171,61001,1,0.0,16012.23,16012.23,15480.56
1.0,933,62200,933/62200,IFS-Reposicion BIenes Educativos,933,62200,9,0.0,9241.74,9241.74,0.0
1.0,343,62200,343/62200,REM-Inversiones en reposicion de Piscina Municipal,343,62200,3,0.0,70244.38,70244.38,70244.38
1.0,334,62200,334/62200,Inversiones Centro Cívico,334,62200,3,1462700.0,-1312700.0,150000.0,437.78
1.0,933,62200,933/62200,REM-IFS-Reposicion BIenes Educativos,933,62200,9,0.0,230603.99,230603.99,239845.73
1.0,234,62200,234/62200,Reposición Edificio  Centro de Servicios Sociales,234,62200,2,10000.0,112.81,10112.81,5414.75
1.0,339,62200,339/62200,Inversiones Reposición Centro Juvenil,339,62200,3,26000.0,0.0,26000.0,0.0
1.0,340,62200,340/62200,Inversiones en Edificios Deportivos,340,62200,3,50000.0,162399.0,212399.0,145008.6
1.0,340,62200,340/62200,REM-Inversiones en Edificios Deportivos,340,62200,3,0.0,30298.4,30298.4,28668.17
1.0,343,62200,343/62200,Inversiones en reposicion de Piscina Municipal,343,62200,3,0.0,3493.1,3493.1,3493.1
1.0,334,62201,334/62201,Inversiones resposicion de cubierta de Casa de Cultura.,334,62201,3,0.0,50000.0,50000.0,0.0
1.0,135,62300,135/62300,REM-Maquinaria e Instalaciones Proteccion Civil,135,62300,1,0.0,5948.36,5948.36,5948.36
1.0,343,62300,343/62300,Equipamiento de Instalaciones. y Utillajes,343,62300,3,0.0,1300.0,1300.0,1086.57
1.0,234,62300,234/62300,Inversiones en Equipamiento Centro Tercera Edad,234,62300,2,0.0,4000.0,4000.0,4698.06
